TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID,Cluster
5684,231174.963,454432.952,0.361,9.0,0.099,5.3,5.1,5.9,21.8,95.1,28446,7
4490,231133.347,454474.103,0.399,9.0,0.586,3.9,3.5,4.2,11.7,49.5,22232,7
4584,231096.431,454530.165,0.937,9.1,0.205,4.1,4.0,4.7,12.9,45.4,22613,7
4575,231098.345,454522.776,0.377,9.3,0.096,3.8,5.1,3.5,11.1,37.9,22474,7
4737,231105.767,454513.99,1.17,9.3,0.168,3.4,3.3,4.1,8.9,40.4,23016,7
4493,231143.716,454574.541,0.858,9.4,0.273,6.9,6.8,9.4,37.8,139.5,22500,7
5712,231177.511,454436.65,0.857,9.5,0.187,3.6,3.4,4.3,10.5,44.2,28466,7
4638,231076.491,454502.09,1.216,9.5,0.209,5.0,4.9,6.1,20.0,67.5,22549,7
3495,231010.936,454479.247,0.886,9.5,0.251,4.8,4.8,5.3,18.2,89.6,17177,7
4564,231115.803,454509.467,0.355,9.6,0.177,4.8,5.2,5.3,17.8,68.0,22576,7
5795,231164.703,454591.425,0.844,9.6,0.219,4.8,4.8,6.0,17.8,82.2,28877,7
4509,231052.403,454540.258,0.861,9.6,0.234,4.5,4.2,5.0,15.7,57.4,22578,7
4562,231139.447,454515.581,0.857,9.7,0.148,3.4,3.9,3.2,9.1,26.3,22686,7
4537,231135.351,454465.898,0.847,9.7,0.185,7.0,10.1,6.0,38.9,75.2,22180,7
3611,231017.548,454503.316,0.827,9.7,1.058,5.9,6.5,5.6,27.4,134.0,17293,7
4375,231103.299,454465.398,1.312,9.8,0.078,6.0,7.1,6.3,28.6,110.2,21634,7
4711,231115.429,454591.721,0.864,9.8,0.215,4.0,3.7,4.4,12.5,49.6,23103,7
4441,231099.591,454471.796,0.878,9.9,0.154,2.9,3.2,2.7,6.6,19.7,21855,7
5531,231184.198,454453.662,0.886,9.9,0.202,4.4,4.2,4.7,15.5,74.8,28143,7
4616,231095.352,454547.083,1.273,10.0,0.208,5.4,5.2,5.9,22.7,113.0,23010,7
4705,231074.729,454519.335,1.294,10.0,0.247,3.7,3.7,4.5,10.8,35.3,23021,7
4456,231130.8,454473.145,0.933,10.4,0.195,4.7,5.0,5.2,17.6,83.0,22234,7
4767,231058.564,454583.05,0.924,10.4,0.21,5.0,4.9,5.3,19.8,96.7,23131,7
4497,231116.718,454447.16,0.836,10.4,0.237,4.6,5.5,4.7,16.9,71.5,21800,7
3633,231027.567,454498.283,0.873,10.5,0.189,2.6,2.5,2.8,5.4,26.1,17970,7
4559,231120.397,454538.097,0.839,10.5,0.256,4.0,4.9,3.8,12.5,49.2,22887,7
5571,231167.856,454466.639,0.86,10.6,0.238,3.8,3.9,4.2,11.3,38.0,28428,7
3717,231023.867,454545.768,0.78,10.6,1.136,5.7,5.7,5.6,25.3,95.2,18040,7
4471,231072.9,454444.243,0.894,10.7,0.211,3.7,4.2,3.5,10.8,39.4,21877,7
5618,231175.287,454429.31,0.862,10.7,0.228,4.1,4.5,4.7,12.9,59.2,28424,7
5609,231154.667,454463.025,0.398,10.7,0.301,4.2,4.2,5.3,14.0,40.4,28163,7
4451,231070.78,454463.985,0.368,10.8,0.142,4.9,4.8,5.1,18.7,79.7,21863,7
5670,231187.874,454435.456,1.01,10.8,0.182,3.0,2.9,3.5,6.9,28.5,28246,7
5606,231177.939,454441.976,0.891,10.8,0.227,3.5,3.6,3.9,9.6,38.2,28185,7
4556,231106.347,454580.791,0.929,10.9,0.481,4.1,4.9,2.9,12.9,45.3,22514,7
4542,231088.264,454538.827,0.83,11.1,0.29,3.9,4.0,4.2,12.1,63.1,22538,7
4526,231054.794,454499.014,0.88,11.1,0.293,8.8,10.0,9.5,60.2,180.9,22425,7
4700,231107.884,454498.092,0.859,11.2,0.204,4.5,4.0,5.7,15.9,58.2,22888,7
5747,231172.033,454550.618,0.852,11.2,0.212,3.3,3.1,3.5,8.5,29.9,28674,7
4710,231086.355,454549.598,0.898,11.2,0.23,6.2,7.8,6.7,30.7,98.7,22898,7
4740,231100.196,454557.769,0.934,11.3,0.172,3.8,4.8,3.4,11.6,39.9,22934,7
5812,231150.855,454582.901,0.81,11.3,1.479,5.0,5.6,5.3,19.8,100.9,28922,7
4628,231137.444,454521.83,0.855,11.4,0.191,3.3,3.0,3.6,8.6,46.5,22539,7
5748,231161.903,454595.388,0.844,11.4,0.219,4.1,4.4,4.2,13.2,91.2,28875,7
3674,231022.818,454541.823,0.875,11.4,0.343,4.9,4.6,5.4,18.6,111.4,17601,7
3605,231004.04,454501.608,0.882,11.4,0.484,6.6,8.5,6.2,34.3,186.0,17494,7
5785,231190.384,454498.378,0.907,11.5,0.237,5.0,4.6,5.6,19.3,94.3,28793,7
3715,231020.918,454582.539,0.886,11.5,0.41,4.9,4.9,5.2,18.5,112.1,18227,7
4382,231084.016,454449.764,0.873,11.6,0.274,4.1,4.1,4.6,13.2,70.1,21856,7
4658,231069.376,454527.296,0.844,11.6,0.286,4.6,5.4,4.9,16.3,76.5,22554,7
3768,231031.422,454594.62,0.399,11.6,0.535,9.3,8.3,11.3,67.9,285.6,18454,7
4690,231099.185,454572.476,0.441,11.7,0.088,3.8,3.3,4.7,11.3,60.4,22873,7
5558,231164.71,454463.246,0.44,11.7,0.117,4.3,4.5,4.1,14.4,49.0,28146,7
4565,231100.763,454565.01,0.865,11.8,0.242,4.3,4.5,4.4,14.8,80.1,22460,7
4677,231094.17,454578.912,0.827,11.8,0.247,4.4,4.5,4.6,15.5,77.3,22575,7
3706,231035.964,454592.942,0.829,11.8,0.303,6.2,6.2,6.2,30.1,148.5,18170,7
4707,231086.247,454509.056,0.486,11.9,0.163,5.5,5.9,6.0,24.2,64.1,22974,7
858,230413.272,454810.135,0.89,3.0,0.115,0.9,0.9,1.2,0.6,0.8,4858,8
846,230387.024,454785.095,1.204,3.0,0.219,1.4,1.6,1.6,1.6,3.1,4722,8
1068,230499.643,454827.895,1.3,3.0,0.341,1.4,1.1,2.0,1.6,2.8,6065,8
1023,230468.355,454880.331,0.351,3.0,0.563,3.4,3.6,3.5,9.3,11.2,6014,8
856,230411.152,454808.832,0.639,3.1,0.076,2.2,2.6,2.4,3.8,4.8,4741,8
1099,230502.208,454853.451,1.3,3.1,0.104,3.9,4.8,4.3,12.0,21.3,5868,8
1088,230478.867,454899.397,0.991,3.1,0.116,2.0,2.1,1.8,3.0,6.1,6339,8
1037,230502.327,454849.244,0.426,3.1,0.286,3.0,2.3,4.7,6.9,15.5,5717,8
1078,230464.511,454890.627,0.366,3.1,0.504,3.1,3.2,3.6,7.5,8.0,6319,8
1044,230475.508,454899.271,0.943,3.1,0.812,1.6,1.7,1.8,2.0,4.3,6235,8
977,230457.698,454703.061,0.865,3.1,0.849,1.8,2.0,1.9,2.5,5.2,5484,8
1129,230486.713,454887.549,0.97,3.1,0.867,3.7,4.9,4.3,10.7,17.2,6287,8
998,230467.234,454872.406,1.256,3.2,0.062,5.2,6.3,6.9,21.0,33.9,5499,8
767,230431.613,454786.933,0.417,3.2,0.121,6.4,8.8,6.1,31.7,46.6,4536,8
1045,230459.599,454884.981,1.317,3.2,0.218,1.9,1.9,2.3,2.9,6.4,6175,8
1054,230464.428,454883.584,0.579,3.2,0.324,1.1,1.3,1.2,1.0,1.3,6293,8
1062,230493.589,454859.618,1.096,3.2,0.908,1.6,1.9,1.4,2.0,4.2,6004,8
1038,230496.925,454857.902,1.028,3.2,1.1,2.1,2.0,2.1,3.5,7.4,5878,8
1071,230500.138,454853.819,0.415,3.3,0.145,3.7,3.9,4.4,10.7,20.8,6029,8
973,230435.306,454795.117,0.839,3.3,0.706,1.6,1.8,1.7,2.1,3.7,5609,8
845,230414.227,454803.241,0.883,3.4,0.161,1.3,0.8,1.9,1.3,2.0,4833,8
862,230412.633,454809.637,0.602,3.4,0.216,2.0,2.3,2.2,3.0,7.0,4824,8
851,230436.198,454791.399,1.167,3.4,0.582,1.2,1.7,1.1,1.2,2.2,4875,8
1034,230492.686,454854.385,0.894,3.4,1.077,2.1,2.0,2.4,3.3,9.1,5949,8
959,230473.259,454688.449,1.228,3.5,0.147,1.9,1.9,2.1,2.8,4.8,5491,8
1079,230496.214,454855.34,0.798,3.5,0.389,2.2,2.2,2.8,3.9,10.8,5753,8
1029,230467.221,454876.082,0.766,3.5,0.593,4.1,5.5,3.9,13.3,29.0,5604,8
835,230401.045,454812.747,0.5,3.5,9.853,5.2,6.7,4.8,20.9,38.4,4821,8
823,230378.716,454786.037,0.453,3.6,0.17,2.1,1.9,2.4,3.5,8.5,4649,8
837,230414.432,454805.339,0.825,3.6,0.188,1.3,1.5,1.4,1.3,2.6,4770,8
1089,230434.474,454791.71,0.836,3.6,0.462,1.5,1.3,1.6,1.7,4.3,5778,8
1047,230470.355,454854.745,0.957,3.6,0.578,3.6,3.9,5.1,10.2,19.1,5737,8
1041,230471.36,454855.067,0.959,3.6,1.194,2.4,2.3,2.7,4.3,10.4,5882,8
1067,230476.285,454876.766,0.503,3.7,0.062,4.8,3.6,6.6,18.2,29.2,5901,8
877,230436.674,454792.614,1.253,3.7,0.191,1.7,2.0,1.9,2.3,4.1,4872,8
867,230435.099,454791.18,1.207,3.7,0.726,1.7,2.2,1.9,2.2,4.2,4871,8
732,230379.431,454780.248,0.901,3.7,0.841,1.7,2.1,2.0,2.3,3.3,4220,8
1050,230493.894,454854.511,0.879,3.7,0.934,2.0,1.9,2.8,3.1,6.0,5715,8
1013,230494.019,454855.648,0.769,3.8,0.363,1.3,1.5,1.2,1.4,3.3,5777,8
843,230412.596,454806.645,0.732,3.9,0.075,2.0,2.0,2.5,3.0,4.3,4855,8
879,230455.953,454670.926,0.607,3.9,0.44,3.7,2.3,5.7,10.6,14.6,5158,8
1097,230494.23,454855.248,1.198,3.9,0.506,1.6,2.2,1.7,2.1,3.2,6072,8
1061,230467.651,454875.537,1.015,3.9,0.701,2.5,3.0,2.0,5.0,13.5,5989,8
1087,230494.082,454857.24,0.893,3.9,0.813,1.8,2.2,1.8,2.6,6.3,6011,8
815,230432.008,454792.171,0.917,3.9,1.337,3.0,3.1,3.6,6.8,16.9,4694,8
1008,230470.749,454835.047,0.745,3.9,1.351,2.8,3.1,2.8,6.1,10.7,5504,8
814,230436.028,454792.152,0.846,4.0,0.299,1.5,1.7,1.3,1.7,4.1,4682,8
966,230452.791,454861.559,0.72,4.1,0.182,3.1,3.9,3.2,7.6,19.1,5500,8
821,230432.51,454789.735,0.562,4.1,0.488,3.5,3.3,4.1,9.4,25.3,4685,8
1015,230492.576,454857.423,0.964,4.1,0.777,1.5,1.4,1.9,1.9,4.3,5855,8
868,230434.782,454793.289,1.175,4.1,0.852,1.5,1.7,1.9,1.7,3.8,4873,8
1051,230464.572,454882.033,0.943,4.2,0.298,4.0,5.5,3.5,12.7,22.2,5938,8
825,230379.34,454785.319,0.933,4.2,0.371,2.8,3.0,3.1,6.2,14.4,4772,8
1025,230468.763,454881.801,0.355,4.2,0.672,4.5,5.8,4.2,16.2,24.3,5900,8
878,230434.671,454790.235,1.192,4.2,0.831,1.5,1.8,1.5,1.8,3.9,4881,8
1031,230492.918,454856.24,0.79,4.2,0.886,1.5,1.6,1.8,1.8,4.5,5774,8
1109,230494.612,454858.158,0.893,4.3,0.344,2.4,2.4,2.7,4.4,11.4,6057,8
1052,230459.135,454882.802,0.456,4.3,0.441,1.8,1.5,2.1,2.5,5.0,5947,8
1046,230468.206,454870.875,0.393,4.5,0.109,4.2,6.1,3.3,14.0,28.4,5986,8
832,230435.103,454788.741,0.852,4.5,0.443,2.0,1.7,2.6,3.2,9.5,4667,8
841,230412.147,454801.844,0.593,4.6,0.115,1.4,1.2,1.8,1.5,3.5,4792,8
857,230409.864,454803.067,0.722,4.6,0.147,2.7,3.8,2.5,5.7,13.0,4862,8
1063,230459.389,454884.202,0.887,4.6,0.252,1.4,1.5,1.7,1.6,3.7,6321,8
807,230434.14,454794.31,1.148,4.6,0.789,2.1,2.1,2.6,3.3,9.1,4693,8
817,230409.298,454820.94,0.889,4.7,0.456,2.4,2.4,2.7,4.6,7.6,4756,8
831,230393.341,454797.604,0.591,4.8,0.342,4.4,4.9,4.9,15.1,35.4,4739,8
1035,230458.142,454883.592,0.996,4.8,0.638,1.6,2.0,1.5,2.0,5.4,5981,8
987,230471.55,454837.174,0.661,4.8,0.889,4.6,4.9,5.7,16.6,40.1,5508,8
1091,230458.201,454885.202,1.258,4.8,1.154,2.7,3.6,3.1,5.8,12.2,6370,8
953,230455.209,454702.551,0.895,5.0,0.749,1.9,1.8,2.7,2.8,6.8,5335,8
917,230454.652,454671.063,0.392,5.1,0.096,3.8,3.3,4.9,11.1,32.0,5179,8
749,230431.356,454771.06,1.176,5.1,0.595,4.9,5.6,4.5,18.9,34.7,4122,8
2839,230904.959,454481.325,0.388,3.0,0.167,2.2,2.6,2.4,3.8,6.1,13350,9
3692,230989.256,454518.091,1.13,3.0,0.229,0.8,0.7,1.4,0.5,0.6,18095,9
2675,230908.759,454473.47,0.847,3.0,0.393,0.9,1.0,1.1,0.7,1.0,12789,9
2726,230859.337,454434.847,1.142,3.0,0.402,1.0,1.1,0.9,0.7,0.9,13049,9
1943,230837.484,454432.199,0.832,3.0,1.703,2.7,2.6,3.2,5.9,10.5,9650,9
2877,230908.999,454474.276,1.065,3.1,0.529,1.2,1.6,1.1,1.1,1.1,13519,9
2791,230889.02,454408.324,1.035,3.1,0.594,6.7,6.7,8.4,35.0,49.1,13037,9
2740,230857.562,454435.21,1.115,3.1,0.682,1.1,1.3,1.0,0.9,1.6,13057,9
2653,230849.14,454400.277,0.895,3.1,0.722,1.8,1.8,2.0,2.5,4.0,12614,9
2648,230861.985,454400.581,0.701,3.1,0.758,3.1,3.5,3.0,7.5,11.4,12671,9
3737,230955.804,454531.04,0.937,3.1,1.922,4.9,8.2,4.3,18.6,26.0,18058,9
2703,230857.29,454431.422,0.843,3.2,0.48,2.6,2.3,3.6,5.3,5.8,12989,9
2678,230848.215,454402.351,0.81,3.2,0.577,0.9,1.0,0.9,0.6,1.1,12976,9
2866,230923.455,454484.84,1.216,3.3,0.133,1.2,1.1,1.5,1.1,2.3,13572,9
2665,230871.042,454425.244,0.63,3.3,0.247,1.3,1.3,1.6,1.4,2.3,12628,9
1897,230827.306,454417.893,0.428,3.3,0.288,7.6,9.2,7.7,45.9,59.3,9623,9
2662,230847.806,454405.242,0.865,3.3,0.339,1.1,1.2,1.3,1.0,1.3,12809,9
2024,230830.721,454533.129,0.756,3.3,0.356,2.0,2.2,2.3,3.3,4.0,9999,9
3528,230967.033,454382.442,0.505,3.3,0.98,1.2,1.4,1.4,1.2,1.5,16765,9
2897,230923.463,454485.007,0.917,3.4,0.088,1.1,1.5,0.9,1.0,1.5,13622,9
2842,230846.126,454495.08,0.527,3.4,0.138,2.0,1.8,2.9,3.1,6.0,13537,9
3489,230967.35,454382.515,1.254,3.4,0.157,1.0,1.3,1.0,0.8,1.0,17270,9
2695,230938.882,454467.644,0.957,3.4,0.287,1.4,1.5,1.7,1.5,2.9,12925,9
2694,230848.611,454403.08,0.759,3.4,0.294,1.3,1.5,1.1,1.3,2.6,12686,9
3449,230947.407,454391.942,0.95,3.4,0.554,0.9,1.1,0.9,0.6,1.1,17041,9
3619,230983.05,454499.883,1.156,3.4,0.572,1.8,2.2,2.4,2.6,2.2,18091,9
2733,230921.537,454484.408,0.358,3.5,0.099,4.7,4.8,5.1,17.6,32.3,13092,9
2737,230899.03,454494.023,0.483,3.5,0.676,4.7,5.0,5.4,17.4,28.8,13099,9
2729,230940.325,454467.134,1.297,3.7,0.125,1.7,1.6,2.1,2.3,3.6,13087,9
2689,230894.356,454399.398,1.212,3.7,0.195,1.8,1.9,2.2,2.6,2.9,12728,9
2723,230848.911,454405.648,1.254,3.7,0.443,1.8,2.4,1.9,2.7,5.2,13088,9
3700,230962.324,454494.946,0.847,3.7,0.487,2.1,1.8,2.8,3.6,6.1,17727,9
2724,230847.633,454399.922,0.911,3.7,0.634,2.2,1.5,4.5,3.9,7.7,13059,9
2864,230921.885,454490.426,1.086,3.7,0.669,1.5,2.2,1.3,1.8,2.8,13332,9
3665,230979.388,454499.136,0.487,3.7,2.165,2.2,3.2,2.6,4.0,4.3,17934,9
2715,230848.492,454405.5,1.115,3.8,0.997,1.6,1.6,1.8,1.9,3.7,13077,9
2581,230917.788,454377.311,0.938,3.8,1.192,1.5,1.7,1.9,1.7,4.2,12359,9
3707,230978.44,454498.091,0.702,3.8,1.504,3.3,3.3,4.1,8.5,14.7,17955,9
2921,230846.821,454509.971,1.278,3.9,0.075,1.4,1.0,2.0,1.4,1.9,13665,9
2583,230916.476,454377.345,0.981,3.9,0.257,0.8,0.8,0.8,0.5,0.9,12396,9
3667,230946.502,454481.347,0.988,3.9,0.323,1.6,1.2,2.2,2.0,2.6,17563,9
2682,230935.091,454383.886,0.692,3.9,0.387,2.4,2.4,3.2,4.4,7.1,12959,9
3513,230993.249,454462.21,1.326,3.9,0.406,1.5,1.4,1.6,1.7,2.7,17284,9
1940,230830.987,454536.49,0.755,3.9,0.958,2.3,2.8,2.2,4.2,8.9,9681,9
2801,230853.81,454413.467,1.228,4.0,0.066,2.1,2.2,2.5,3.3,4.5,13080,9
2894,230886.172,454502.994,0.911,4.0,0.161,0.9,0.8,1.2,0.7,0.9,13643,9
2901,230907.693,454492.77,1.004,4.0,0.294,1.5,1.9,1.8,1.7,3.0,13606,9
2771,230908.368,454466.32,0.405,4.0,0.308,3.7,4.2,3.3,10.5,15.3,13019,9
2713,230931.338,454381.734,1.176,4.0,0.38,2.3,2.0,3.2,4.1,6.9,13085,9
2575,230916.639,454378.098,0.85,4.0,0.451,1.1,1.2,1.3,0.9,1.2,12394,9
2745,230882.174,454538.952,0.377,4.0,0.453,8.0,8.1,9.9,49.8,66.8,13096,9
3540,230948.125,454392.977,0.839,4.0,0.464,0.9,1.1,0.8,0.7,1.5,17190,9
2719,230942.42,454402.521,0.808,4.0,0.868,4.1,4.5,6.0,13.1,31.3,12992,9
2725,230856.809,454414.417,1.241,4.1,0.113,2.0,1.7,2.4,3.0,5.4,13078,9
3514,230969.776,454379.008,0.925,4.1,0.173,1.3,1.4,1.3,1.3,2.3,16923,9
3551,230975.51,454472.63,0.394,4.1,0.206,2.2,1.7,3.2,3.8,6.6,16901,9
2865,230905.56,454490.55,1.357,4.1,0.503,1.8,2.5,1.3,2.4,3.3,13623,9
3677,230981.818,454500.343,0.446,4.1,0.601,4.3,3.7,5.4,14.6,17.6,17846,9
3601,230947.748,454392.473,1.035,4.1,0.61,1.3,1.6,1.3,1.3,2.6,17280,9
2712,230859.418,454434.167,0.785,4.1,3.729,6.3,6.5,8.5,30.9,46.8,12984,9
2578,230884.846,454302.171,1.024,4.2,0.379,2.5,3.1,2.5,4.9,9.5,12406,9
2716,230907.289,454475.669,0.391,4.2,0.425,3.3,4.0,3.4,8.7,13.7,13034,9
2867,230919.655,454491.286,0.787,4.2,0.468,1.1,1.1,1.1,0.9,2.1,13457,9
2705,230905.272,454470.051,1.218,4.3,0.318,2.7,2.9,2.6,5.6,8.8,13065,9
3608,230954.842,454423.217,1.316,4.4,0.319,1.8,2.1,1.9,2.6,5.2,17286,9
2731,230863.318,454397.043,0.972,4.4,0.478,3.1,4.1,3.0,7.4,19.5,12633,9
2828,230912.417,454562.715,1.012,4.5,0.283,1.3,1.5,1.5,1.4,1.7,13410,9
2718,230847.216,454407.727,0.93,4.5,0.396,2.5,2.7,2.8,5.0,10.5,13017,9
3577,230949.268,454393.823,0.762,4.6,0.677,1.1,0.9,1.4,1.0,2.4,16897,9
3526,230948.724,454396.839,0.753,4.6,0.693,2.6,2.5,2.7,5.4,9.6,16976,9
2636,230877.506,454479.612,0.797,4.8,0.295,0.7,1.2,0.8,0.4,0.7,12759,9
2835,230920.89,454492.043,1.036,4.8,0.65,2.3,2.6,2.7,4.3,8.9,13433,9
2037,230840.867,454580.677,0.793,4.9,0.519,0.8,1.1,0.5,0.4,1.1,10118,9
2552,230917.289,454377.736,0.87,4.9,0.52,1.9,1.7,2.5,3.0,5.0,12403,9
2843,230923.059,454504.842,0.926,5.0,0.709,1.7,1.8,1.8,2.3,5.3,13578,9
2083,230833.244,454535.156,0.798,5.0,0.711,2.8,3.6,2.6,6.2,8.8,10055,9
2565,230884.39,454301.796,0.859,5.1,0.406,3.1,3.7,3.3,7.6,12.7,12389,9
2560,230883.362,454301.938,1.115,5.2,0.133,3.9,4.4,3.8,12.0,20.1,12343,9
2876,230915.157,454496.07,1.209,5.2,0.319,2.3,2.3,2.4,4.0,7.8,13645,9
2586,230870.526,454418.351,0.59,5.2,0.418,4.7,5.0,4.9,17.3,21.2,12417,9
2616,230940.07,454403.662,0.876,5.2,0.976,2.3,2.6,2.7,4.2,8.1,12558,9
2686,230849.701,454408.469,0.825,5.3,0.364,2.4,2.5,2.8,4.6,9.5,12997,9
2849,230908.465,454490.956,1.001,5.3,0.888,3.0,3.8,2.8,7.1,22.9,13357,9
2704,230871.539,454424.182,0.937,5.3,1.307,2.6,2.6,3.3,5.5,15.4,12697,9
2898,230845.414,454496.406,0.877,5.4,0.165,3.1,3.1,4.3,7.6,11.5,13616,9
2879,230921.122,454489.998,0.597,5.4,0.197,3.2,3.2,3.7,8.1,22.7,13576,9
2761,230872.252,454426.016,0.844,5.4,1.005,2.3,2.4,2.4,4.1,11.1,13004,9
2566,230916.504,454374.711,0.921,5.5,2.393,3.1,3.2,4.0,7.5,16.4,12381,9
3392,230950.306,454378.518,0.893,5.6,0.246,1.2,1.9,1.3,1.2,1.8,16712,9
2868,230907.516,454490.264,1.054,6.1,0.433,1.5,1.6,1.6,1.7,3.2,13603,9
2734,230934.271,454384.368,1.173,6.2,0.147,3.2,4.9,2.3,7.9,13.1,13073,9
2710,230939.775,454465.245,1.264,6.3,0.087,3.5,4.0,3.9,9.4,26.8,12945,9
2070,230827.219,454526.679,0.86,6.3,0.414,3.5,4.9,3.4,9.8,23.1,10008,9
1946,230822.56,454427.55,0.832,6.4,0.092,6.3,6.0,6.8,31.0,100.0,9642,9
2687,230942.092,454407.995,0.428,6.4,0.162,5.5,4.5,7.3,23.9,65.3,12780,9
2099,230831.159,454524.173,0.334,6.4,0.935,3.3,3.7,3.5,8.6,24.2,10063,9
3558,230970.475,454380.774,0.839,6.7,0.701,2.7,3.0,3.3,5.7,13.4,16921,9
2576,230884.741,454300.057,0.632,6.8,0.88,4.9,5.6,4.7,18.5,46.1,12397,9
2794,230845.366,454541.135,0.949,6.9,0.291,2.8,1.9,4.8,6.0,6.6,13130,9
2709,230906.923,454469.639,0.869,6.9,0.358,4.3,4.3,4.8,14.2,50.7,12946,9
3428,230951.284,454358.348,0.84,6.9,0.579,4.0,4.6,4.8,12.7,30.1,16547,9
2838,230905.921,454470.079,0.791,7.0,0.194,1.4,1.9,1.3,1.6,3.6,13465,9
2721,230906.585,454471.22,0.889,7.0,0.346,3.9,4.5,3.5,12.0,39.2,12608,9
2891,230846.414,454496.388,0.842,7.1,0.098,3.4,3.6,3.5,9.2,31.0,13560,9
2722,230936.395,454468.377,0.797,7.1,0.397,3.8,3.9,4.3,11.6,32.5,13002,9
2692,230855.342,454378.885,0.841,7.2,0.5,3.6,3.7,4.2,10.4,33.3,12961,9
1965,230829.793,454526.896,0.561,7.4,0.104,3.7,4.3,3.4,10.7,32.5,9701,9
3322,230970.428,454376.681,0.699,7.4,0.146,2.5,2.2,3.0,4.7,14.6,16488,9
2685,230931.268,454381.931,0.693,7.4,0.266,3.0,2.1,4.5,7.0,22.9,12907,9
2007,230829.251,454528.542,0.854,7.5,0.216,2.7,3.2,2.8,5.9,16.7,9860,9
2878,230920.998,454490.937,0.73,7.6,1.118,2.5,2.9,2.4,5.0,16.3,13608,9
1887,230822.443,454429.334,1.314,7.7,0.098,4.0,5.1,3.1,12.7,31.6,9586,9
2676,230872.606,454424.099,0.77,7.7,0.148,2.7,3.4,2.4,5.5,20.5,12983,9
2872,230940.79,454595.809,0.86,7.7,0.217,4.1,3.8,4.3,12.9,26.6,13732,9
2836,230869.231,454580.702,0.854,7.8,0.513,1.1,1.5,1.1,0.9,2.4,13274,9
2644,230878.605,454407.195,0.875,7.9,0.51,2.0,2.5,2.8,3.1,7.9,12518,9
2584,230910.221,454470.364,0.805,7.9,0.713,4.5,4.0,5.1,16.1,49.8,12446,9
2700,230940.305,454404.756,0.85,7.9,0.929,3.0,2.6,4.5,7.3,18.0,12930,9
1900,230822.472,454429.872,1.282,8.0,0.105,3.4,4.9,3.0,9.3,21.0,9413,9
2666,230933.88,454381.386,0.461,8.0,0.153,3.9,4.4,3.9,11.7,36.1,12957,9
2646,230907.74,454471.752,0.913,8.0,0.359,2.9,3.0,3.2,6.5,23.0,12812,9
2089,230833.538,454538.142,0.803,8.0,1.916,4.1,4.1,5.0,13.0,31.3,10057,9
1969,230823.701,454427.531,0.86,8.1,0.327,4.9,5.7,4.9,19.1,56.1,9634,9
2707,230934.409,454383.637,0.808,8.1,0.846,2.8,4.1,1.9,6.3,15.4,12941,9
3587,230968.506,454381.984,0.897,8.2,0.209,1.8,1.8,2.1,2.5,10.2,16924,9
3629,230988.928,454514.906,0.359,8.2,0.212,3.8,4.7,4.0,11.3,38.0,18105,9
3453,230968.145,454380.015,0.926,8.3,0.206,2.2,2.3,2.4,3.9,8.7,16856,9
1870,230819.05,454412.591,0.462,8.4,0.109,6.0,4.7,8.3,28.5,99.8,9317,9
2656,230926.583,454428.317,0.665,8.4,0.118,3.7,4.1,3.8,10.7,40.1,12908,9
2673,230908.092,454472.447,0.91,8.4,0.319,5.7,6.8,4.8,25.1,94.6,12656,9
2874,230907.783,454487.865,0.394,8.5,0.144,4.1,5.6,3.3,13.1,44.8,13599,9
2697,230855.201,454413.596,0.837,8.5,0.236,4.7,4.9,5.0,17.0,66.6,12929,9
2881,230943.514,454481.278,0.439,8.5,0.32,4.8,6.6,4.3,17.9,56.1,13389,9
2744,230853.138,454408.718,1.262,8.6,0.092,3.5,4.0,3.1,9.8,40.2,13082,9
2853,230886.963,454503.538,1.042,8.6,0.198,3.2,4.0,3.2,7.9,23.6,13640,9
2884,230924.299,454505.941,0.874,8.6,0.446,3.4,3.6,4.0,9.3,31.7,13631,9
2720,230939.468,454469.247,0.868,8.6,0.974,4.4,4.6,4.4,15.1,58.3,12986,9
2735,230848.671,454402.009,1.331,8.7,0.505,3.0,3.2,3.1,6.9,25.1,13089,9
2672,230872.795,454422.301,0.857,8.7,0.597,5.0,6.8,4.9,19.4,44.0,12955,9
